Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso;;Obesidade;;Obesidade Grave;;Total
SUDESTE;31;MG;310530;BANDEIRA DO SUL;4;0.79%;12;2.38%;331;65.54%;101;20%;44;8.71%;13;2.57%;505
SUDESTE;31;MG;310540;BARAO DE COCAIS;10;0.77%;38;2.94%;858;66.36%;220;17.01%;143;11.06%;24;1.86%;1.293
SUDESTE;31;MG;310550;BARAO DE MONTE ALTO;3;0.68%;14;3.18%;274;62.27%;80;18.18%;52;11.82%;17;3.86%;440
SUDESTE;31;MG;310560;BARBACENA;16;0.87%;69;3.74%;1.225;66.32%;327;17.7%;169;9.15%;41;2.22%;1.847
SUDESTE;31;MG;310570;BARRA LONGA;2;1.68%;2;1.68%;80;67.23%;17;14.29%;14;11.76%;4;3.36%;119
SUDESTE;31;MG;310590;BARROSO;15;1.3%;36;3.11%;750;64.88%;225;19.46%;103;8.91%;27;2.34%;1.156
SUDESTE;31;MG;310600;BELA VISTA DE MINAS;10;1.87%;11;2.06%;348;65.17%;108;20.22%;45;8.43%;12;2.25%;534
SUDESTE;31;MG;310610;BELMIRO BRAGA;3;1.07%;15;5.34%;183;65.12%;57;20.28%;18;6.41%;5;1.78%;281
SUDESTE;31;MG;310620;BELO HORIZONTE;304;1.32%;772;3.34%;13.603;58.9%;4.408;19.09%;2.946;12.76%;1.062;4.6%;23.095
SUDESTE;31;MG;310630;BELO ORIENTE;13;0.73%;66;3.69%;1.137;63.56%;338;18.89%;183;10.23%;52;2.91%;1.789
SUDESTE;31;MG;310640;BELO VALE;12;2.08%;38;6.59%;363;62.91%;103;17.85%;46;7.97%;15;2.6%;577
SUDESTE;31;MG;310650;BERILO;2;0.28%;20;2.75%;508;69.88%;134;18.43%;53;7.29%;10;1.38%;727
SUDESTE;31;MG;310665;BERIZAL;9;1.45%;24;3.86%;439;70.58%;99;15.92%;39;6.27%;12;1.93%;622
SUDESTE;31;MG;310660;BERTOPOLIS;5;2.27%;10;4.55%;171;77.73%;27;12.27%;6;2.73%;1;0.45%;220
SUDESTE;31;MG;310670;BETIM;85;1.57%;224;4.14%;3.432;63.44%;893;16.51%;591;10.92%;185;3.42%;5.410
SUDESTE;31;MG;310680;BIAS FORTES;0;-;1;1.19%;61;72.62%;20;23.81%;1;1.19%;1;1.19%;84
SUDESTE;31;MG;310690;BICAS;3;0.67%;10;2.23%;294;65.63%;80;17.86%;45;10.04%;16;3.57%;448
SUDESTE;31;MG;310700;BIQUINHAS;2;0.79%;9;3.57%;167;66.27%;37;14.68%;26;10.32%;11;4.37%;252
SUDESTE;31;MG;310710;BOA ESPERANCA;10;0.99%;21;2.08%;583;57.67%;230;22.75%;135;13.35%;32;3.17%;1.011
SUDESTE;31;MG;310720;BOCAINA DE MINAS;1;0.54%;2;1.08%;124;66.67%;33;17.74%;19;10.22%;7;3.76%;186
SUDESTE;31;MG;310730;BOCAIUVA;20;1.04%;50;2.59%;1.241;64.37%;427;22.15%;143;7.42%;47;2.44%;1.928
SUDESTE;31;MG;310740;BOM DESPACHO;20;0.93%;77;3.59%;1.302;60.78%;412;19.23%;268;12.51%;63;2.94%;2.142
SUDESTE;31;MG;310750;BOM JARDIM DE MINAS;0;-;11;2.7%;264;64.71%;72;17.65%;47;11.52%;14;3.43%;408
SUDESTE;31;MG;310760;BOM JESUS DA PENHA;1;0.24%;5;1.2%;266;64.1%;88;21.2%;44;10.6%;11;2.65%;415
SUDESTE;31;MG;310770;BOM JESUS DO AMPARO;0;-;5;4.85%;61;59.22%;25;24.27%;11;10.68%;1;0.97%;103
SUDESTE;31;MG;310780;BOM JESUS DO GALHO;4;0.33%;31;2.58%;790;65.83%;218;18.17%;127;10.58%;30;2.5%;1.200
SUDESTE;31;MG;310790;BOM REPOUSO;7;0.85%;20;2.43%;500;60.83%;183;22.26%;98;11.92%;14;1.7%;822
SUDESTE;31;MG;310800;BOM SUCESSO;9;1.15%;21;2.69%;524;67.01%;139;17.77%;75;9.59%;14;1.79%;782
SUDESTE;31;MG;310810;BONFIM;1;0.47%;8;3.77%;142;66.98%;40;18.87%;20;9.43%;1;0.47%;212
SUDESTE;31;MG;310820;BONFINOPOLIS DE MINAS;3;1.21%;7;2.83%;147;59.51%;48;19.43%;32;12.96%;10;4.05%;247
SUDESTE;31;MG;310825;BONITO DE MINAS;6;1.31%;20;4.37%;340;74.24%;63;13.76%;25;5.46%;4;0.87%;458
SUDESTE;31;MG;310830;BORDA DA MATA;9;0.92%;26;2.64%;606;61.65%;198;20.14%;119;12.11%;25;2.54%;983
SUDESTE;31;MG;310840;BOTELHOS;4;1.39%;4;1.39%;172;59.72%;65;22.57%;32;11.11%;11;3.82%;288
SUDESTE;31;MG;310850;BOTUMIRIM;5;0.82%;27;4.42%;407;66.61%;106;17.35%;56;9.17%;10;1.64%;611
SUDESTE;31;MG;310870;BRAS PIRES;0;-;6;4.35%;89;64.49%;27;19.57%;13;9.42%;3;2.17%;138
SUDESTE;31;MG;310855;BRASILANDIA DE MINAS;7;0.76%;31;3.38%;593;64.6%;168;18.3%;91;9.91%;28;3.05%;918
SUDESTE;31;MG;310860;BRASILIA DE MINAS;12;1.03%;51;4.39%;818;70.46%;175;15.07%;94;8.1%;11;0.95%;1.161
SUDESTE;31;MG;310880;BRAUNAS;2;0.63%;10;3.14%;216;67.92%;51;16.04%;29;9.12%;10;3.14%;318
SUDESTE;31;MG;310890;BRAZOPOLIS;5;0.76%;20;3.05%;415;63.26%;123;18.75%;82;12.5%;11;1.68%;656
SUDESTE;31;MG;310900;BRUMADINHO;14;0.77%;58;3.2%;1.093;60.35%;352;19.44%;236;13.03%;58;3.2%;1.811
SUDESTE;31;MG;310910;BUENO BRANDAO;3;0.7%;14;3.26%;283;65.97%;77;17.95%;40;9.32%;12;2.8%;429
SUDESTE;31;MG;310920;BUENOPOLIS;15;1.86%;29;3.6%;534;66.34%;137;17.02%;68;8.45%;22;2.73%;805
SUDESTE;31;MG;310925;BUGRE;1;0.37%;6;2.21%;194;71.59%;44;16.24%;20;7.38%;6;2.21%;271
SUDESTE;31;MG;310930;BURITIS;15;1.75%;24;2.81%;539;63.04%;177;20.7%;76;8.89%;24;2.81%;855
SUDESTE;31;MG;310940;BURITIZEIRO;33;1.18%;94;3.37%;1.892;67.77%;500;17.91%;222;7.95%;51;1.83%;2.792
SUDESTE;31;MG;310945;CABECEIRA GRANDE;8;1.34%;14;2.34%;375;62.71%;118;19.73%;59;9.87%;24;4.01%;598
SUDESTE;31;MG;310950;CABO VERDE;2;0.24%;17;2.05%;505;60.92%;173;20.87%;98;11.82%;34;4.1%;829
SUDESTE;31;MG;310960;CACHOEIRA DA PRATA;0;-;18;7.11%;134;52.96%;52;20.55%;37;14.62%;12;4.74%;253
SUDESTE;31;MG;310970;CACHOEIRA DE MINAS;9;0.87%;28;2.69%;713;68.56%;174;16.73%;97;9.33%;19;1.83%;1.040
SUDESTE;31;MG;310270;CACHOEIRA DE PAJEU;6;0.63%;24;2.5%;699;72.81%;149;15.52%;72;7.5%;10;1.04%;960
SUDESTE;31;MG;310980;CACHOEIRA DOURADA;0;-;4;2.58%;76;49.03%;40;25.81%;29;18.71%;6;3.87%;155
SUDESTE;31;MG;310990;CAETANOPOLIS;2;0.51%;9;2.27%;242;61.11%;82;20.71%;47;11.87%;14;3.54%;396
SUDESTE;31;MG;311000;CAETE;16;1.43%;35;3.14%;717;64.3%;203;18.21%;123;11.03%;21;1.88%;1.115
SUDESTE;31;MG;311010;CAIANA;1;0.42%;8;3.36%;149;62.61%;50;21.01%;23;9.66%;7;2.94%;238
SUDESTE;31;MG;311020;CAJURI;1;0.56%;4;2.23%;116;64.8%;32;17.88%;20;11.17%;6;3.35%;179
SUDESTE;31;MG;311030;CALDAS;2;0.27%;9;1.22%;459;62.28%;160;21.71%;91;12.35%;16;2.17%;737
SUDESTE;31;MG;311040;CAMACHO;0;-;5;1.93%;179;69.11%;43;16.6%;26;10.04%;6;2.32%;259
SUDESTE;31;MG;311050;CAMANDUCAIA;3;0.47%;15;2.37%;404;63.82%;130;20.54%;61;9.64%;20;3.16%;633
SUDESTE;31;MG;311060;CAMBUI;10;1.11%;29;3.23%;554;61.62%;181;20.13%;98;10.9%;27;3%;899
SUDESTE;31;MG;311070;CAMBUQUIRA;1;0.1%;7;0.68%;846;82.06%;133;12.9%;35;3.39%;9;0.87%;1.031
SUDESTE;31;MG;311080;CAMPANARIO;2;0.55%;10;2.74%;242;66.3%;66;18.08%;36;9.86%;9;2.47%;365
SUDESTE;31;MG;311090;CAMPANHA;9;1.16%;28;3.6%;523;67.31%;118;15.19%;72;9.27%;27;3.47%;777
SUDESTE;31;MG;311100;CAMPESTRE;9;1.04%;18;2.08%;544;62.96%;183;21.18%;86;9.95%;24;2.78%;864
SUDESTE;31;MG;311110;CAMPINA VERDE;5;0.46%;20;1.83%;672;61.59%;223;20.44%;125;11.46%;46;4.22%;1.091
SUDESTE;31;MG;311115;CAMPO AZUL;5;1.42%;7;1.99%;239;67.9%;60;17.05%;32;9.09%;9;2.56%;352
SUDESTE;31;MG;311120;CAMPO BELO;22;1.15%;63;3.3%;1.177;61.66%;352;18.44%;219;11.47%;76;3.98%;1.909
SUDESTE;31;MG;311130;CAMPO DO MEIO;10;0.87%;19;1.66%;725;63.21%;249;21.71%;113;9.85%;31;2.7%;1.147
SUDESTE;31;MG;311140;CAMPO FLORIDO;1;0.26%;10;2.61%;221;57.7%;77;20.1%;53;13.84%;21;5.48%;383
SUDESTE;31;MG;311150;CAMPOS ALTOS;12;1.33%;26;2.89%;539;59.96%;186;20.69%;100;11.12%;36;4%;899
SUDESTE;31;MG;311160;CAMPOS GERAIS;14;0.93%;46;3.06%;960;63.83%;287;19.08%;158;10.51%;39;2.59%;1.504
SUDESTE;31;MG;311190;CANA VERDE;3;0.77%;14;3.59%;244;62.56%;75;19.23%;43;11.03%;11;2.82%;390
SUDESTE;31;MG;311170;CANAA;4;0.93%;20;4.63%;307;71.06%;56;12.96%;34;7.87%;11;2.55%;432
SUDESTE;31;MG;311180;CANAPOLIS;5;1.08%;22;4.76%;247;53.46%;83;17.97%;77;16.67%;28;6.06%;462
SUDESTE;31;MG;311200;CANDEIAS;6;1.01%;10;1.68%;387;64.82%;107;17.92%;63;10.55%;24;4.02%;597
SUDESTE;31;MG;311205;CANTAGALO;1;0.46%;6;2.74%;139;63.47%;39;17.81%;28;12.79%;6;2.74%;219
SUDESTE;31;MG;311210;CAPARAO;5;0.82%;27;4.4%;434;70.8%;90;14.68%;48;7.83%;9;1.47%;613
SUDESTE;31;MG;311220;CAPELA NOVA;8;2.24%;16;4.48%;249;69.75%;45;12.61%;35;9.8%;4;1.12%;357
SUDESTE;31;MG;311230;CAPELINHA;38;1.25%;126;4.14%;2.225;73.14%;432;14.2%;188;6.18%;33;1.08%;3.042
SUDESTE;31;MG;311240;CAPETINGA;1;0.45%;6;2.71%;129;58.37%;36;16.29%;38;17.19%;11;4.98%;221
SUDESTE;31;MG;311250;CAPIM BRANCO;6;1.31%;21;4.58%;286;62.31%;83;18.08%;55;11.98%;8;1.74%;459
SUDESTE;31;MG;311260;CAPINOPOLIS;21;2.09%;42;4.18%;631;62.79%;171;17.01%;112;11.14%;28;2.79%;1.005
SUDESTE;31;MG;311265;CAPITAO ANDRADE;0;-;7;2.24%;201;64.22%;61;19.49%;33;10.54%;11;3.51%;313
SUDESTE;31;MG;311270;CAPITAO ENEAS;8;0.96%;27;3.25%;544;65.38%;146;17.55%;77;9.25%;30;3.61%;832
SUDESTE;31;MG;311280;CAPITOLIO;2;0.43%;7;1.52%;278;60.43%;99;21.52%;60;13.04%;14;3.04%;460
SUDESTE;31;MG;311290;CAPUTIRA;5;0.64%;35;4.49%;497;63.8%;155;19.9%;65;8.34%;22;2.82%;779
SUDESTE;31;MG;311300;CARAI;9;0.76%;27;2.28%;879;74.3%;183;15.47%;73;6.17%;12;1.01%;1.183
SUDESTE;31;MG;311310;CARANAIBA;2;1.18%;8;4.71%;106;62.35%;33;19.41%;20;11.76%;1;0.59%;170
SUDESTE;31;MG;311320;CARANDAI;7;0.5%;39;2.81%;933;67.12%;250;17.99%;128;9.21%;33;2.37%;1.390
SUDESTE;31;MG;311330;CARANGOLA;17;1.35%;47;3.72%;890;70.47%;199;15.76%;87;6.89%;23;1.82%;1.263
SUDESTE;31;MG;311340;CARATINGA;32;0.83%;137;3.54%;2.641;68.23%;643;16.61%;328;8.47%;90;2.32%;3.871
SUDESTE;31;MG;311350;CARBONITA;6;0.94%;20;3.14%;411;64.52%;128;20.09%;56;8.79%;16;2.51%;637
SUDESTE;31;MG;311360;CAREACU;1;0.32%;8;2.55%;203;64.65%;64;20.38%;32;10.19%;6;1.91%;314
SUDESTE;31;MG;311370;CARLOS CHAGAS;9;1.13%;32;4%;533;66.63%;141;17.63%;66;8.25%;19;2.38%;800
SUDESTE;31;MG;311380;CARMESIA;2;0.89%;5;2.22%;156;69.33%;41;18.22%;19;8.44%;2;0.89%;225
SUDESTE;31;MG;311390;CARMO DA CACHOEIRA;2;0.37%;11;2.05%;316;58.85%;119;22.16%;68;12.66%;21;3.91%;537
SUDESTE;31;MG;311400;CARMO DA MATA;9;1.44%;21;3.36%;411;65.76%;96;15.36%;76;12.16%;12;1.92%;625
SUDESTE;31;MG;311410;CARMO DE MINAS;12;1.24%;27;2.79%;626;64.67%;184;19.01%;93;9.61%;26;2.69%;968
SUDESTE;31;MG;311420;CARMO DO CAJURU;14;1.06%;44;3.32%;842;63.5%;257;19.38%;126;9.5%;43;3.24%;1.326
SUDESTE;31;MG;311430;CARMO DO PARANAIBA;11;0.82%;33;2.47%;815;61.09%;292;21.89%;144;10.79%;39;2.92%;1.334
SUDESTE;31;MG;311440;CARMO DO RIO CLARO;4;0.35%;32;2.77%;725;62.66%;231;19.97%;116;10.03%;49;4.24%;1.157
SUDESTE;31;MG;311450;CARMOPOLIS DE MINAS;11;1.48%;25;3.36%;472;63.44%;140;18.82%;79;10.62%;17;2.28%;744
SUDESTE;31;MG;311455;CARNEIRINHO;4;0.79%;9;1.79%;300;59.52%;101;20.04%;75;14.88%;15;2.98%;504
SUDESTE;31;MG;311460;CARRANCAS;2;0.46%;15;3.48%;277;64.27%;86;19.95%;35;8.12%;16;3.71%;431
SUDESTE;31;MG;311470;CARVALHOPOLIS;0;-;7;4.93%;81;57.04%;33;23.24%;14;9.86%;7;4.93%;142
SUDESTE;31;MG;311480;CARVALHOS;4;2.26%;6;3.39%;114;64.41%;34;19.21%;16;9.04%;3;1.69%;177
SUDESTE;31;MG;311490;CASA GRANDE;1;0.92%;1;0.92%;70;64.22%;26;23.85%;8;7.34%;3;2.75%;109
SUDESTE;31;MG;311500;CASCALHO RICO;2;0.68%;15;5.12%;183;62.46%;45;15.36%;39;13.31%;9;3.07%;293
SUDESTE;31;MG;311510;CASSIA;3;0.32%;26;2.79%;580;62.17%;186;19.94%;108;11.58%;30;3.22%;933
SUDESTE;31;MG;311530;CATAGUASES;21;0.8%;84;3.18%;1.615;61.22%;588;22.29%;261;9.89%;69;2.62%;2.638
SUDESTE;31;MG;311535;CATAS ALTAS;1;0.34%;12;4.05%;204;68.92%;53;17.91%;22;7.43%;4;1.35%;296
SUDESTE;31;MG;311540;CATAS ALTAS DA NORUEGA;5;2.07%;6;2.49%;164;68.05%;48;19.92%;15;6.22%;3;1.24%;241
SUDESTE;31;MG;311545;CATUJI;7;0.57%;48;3.88%;894;72.27%;209;16.9%;67;5.42%;12;0.97%;1.237
SUDESTE;31;MG;311547;CATUTI;6;2.18%;8;2.91%;191;69.45%;52;18.91%;15;5.45%;3;1.09%;275
SUDESTE;31;MG;311550;CAXAMBU;7;1.05%;13;1.94%;474;70.85%;107;15.99%;57;8.52%;11;1.64%;669
SUDESTE;31;MG;311560;CEDRO DO ABAETE;1;0.78%;6;4.65%;87;67.44%;20;15.5%;12;9.3%;3;2.33%;129
SUDESTE;31;MG;311570;CENTRAL DE MINAS;5;1.18%;18;4.27%;272;64.45%;77;18.25%;41;9.72%;9;2.13%;422
SUDESTE;31;MG;311580;CENTRALINA;5;1.34%;15;4.02%;223;59.79%;61;16.35%;55;14.75%;14;3.75%;373
SUDESTE;31;MG;311590;CHACARA;0;-;4;3.88%;59;57.28%;21;20.39%;15;14.56%;4;3.88%;103
SUDESTE;31;MG;311600;CHALE;4;0.78%;18;3.52%;355;69.34%;91;17.77%;37;7.23%;7;1.37%;512
SUDESTE;31;MG;311610;CHAPADA DO NORTE;7;0.75%;41;4.4%;661;71%;128;13.75%;79;8.49%;15;1.61%;931
SUDESTE;31;MG;311615;CHAPADA GAUCHA;19;1.55%;43;3.5%;939;76.53%;162;13.2%;54;4.4%;10;0.81%;1.227
SUDESTE;31;MG;311620;CHIADOR;1;0.62%;4;2.47%;98;60.49%;38;23.46%;17;10.49%;4;2.47%;162
SUDESTE;31;MG;311630;CIPOTANEA;2;0.55%;7;1.93%;256;70.52%;67;18.46%;25;6.89%;6;1.65%;363
SUDESTE;31;MG;311640;CLARAVAL;1;0.31%;14;4.29%;198;60.74%;66;20.25%;35;10.74%;12;3.68%;326
SUDESTE;31;MG;311650;CLARO DOS POCOES;6;1.35%;11;2.48%;264;59.59%;92;20.77%;53;11.96%;17;3.84%;443
SUDESTE;31;MG;311660;CLAUDIO;12;0.81%;52;3.52%;934;63.24%;282;19.09%;147;9.95%;50;3.39%;1.477
SUDESTE;31;MG;311670;COIMBRA;10;1.95%;21;4.09%;318;61.99%;108;21.05%;49;9.55%;7;1.36%;513
SUDESTE;31;MG;311680;COLUNA;4;0.58%;17;2.48%;488;71.24%;107;15.62%;55;8.03%;14;2.04%;685
SUDESTE;31;MG;311690;COMENDADOR GOMES;0;-;7;2.11%;209;62.95%;68;20.48%;37;11.14%;11;3.31%;332
SUDESTE;31;MG;311700;COMERCINHO;4;1.06%;15;3.99%;273;72.61%;45;11.97%;31;8.24%;8;2.13%;376
SUDESTE;31;MG;311710;CONCEICAO DA APARECIDA;11;1.82%;15;2.48%;392;64.69%;138;22.77%;39;6.44%;11;1.82%;606
SUDESTE;31;MG;311520;CONCEICAO DA BARRA DE MINAS;3;0.84%;13;3.64%;235;65.83%;61;17.09%;42;11.76%;3;0.84%;357
SUDESTE;31;MG;311730;CONCEICAO DAS ALAGOAS;22;1.13%;80;4.12%;1.250;64.3%;303;15.59%;230;11.83%;59;3.03%;1.944
SUDESTE;31;MG;311720;CONCEICAO DAS PEDRAS;2;0.93%;2;0.93%;140;65.42%;47;21.96%;21;9.81%;2;0.93%;214
SUDESTE;31;MG;311740;CONCEICAO DE IPANEMA;4;1.19%;17;5.04%;219;64.99%;61;18.1%;27;8.01%;9;2.67%;337
SUDESTE;31;MG;311750;CONCEICAO DO MATO DENTRO;10;0.82%;37;3.02%;829;67.62%;211;17.21%;103;8.4%;36;2.94%;1.226
SUDESTE;31;MG;311760;CONCEICAO DO PARA;1;0.32%;10;3.25%;177;57.47%;66;21.43%;43;13.96%;11;3.57%;308
SUDESTE;31;MG;311770;CONCEICAO DO RIO VERDE;11;1.44%;31;4.05%;502;65.54%;132;17.23%;76;9.92%;14;1.83%;766
SUDESTE;31;MG;311780;CONCEICAO DOS OUROS;2;0.38%;11;2.08%;349;65.97%;103;19.47%;53;10.02%;11;2.08%;529
SUDESTE;31;MG;311783;CONEGO MARINHO;9;1.32%;28;4.11%;510;74.89%;105;15.42%;24;3.52%;5;0.73%;681
SUDESTE;31;MG;311787;CONFINS;2;0.7%;8;2.8%;188;65.73%;56;19.58%;30;10.49%;2;0.7%;286
SUDESTE;31;MG;311790;CONGONHAL;1;0.23%;13;3.04%;256;59.95%;80;18.74%;67;15.69%;10;2.34%;427
SUDESTE;31;MG;311800;CONGONHAS;22;0.85%;88;3.41%;1.608;62.35%;477;18.5%;311;12.06%;73;2.83%;2.579
SUDESTE;31;MG;311810;CONGONHAS DO NORTE;1;0.38%;5;1.89%;204;77.27%;39;14.77%;11;4.17%;4;1.52%;264
SUDESTE;31;MG;311820;CONQUISTA;1;0.29%;7;2.06%;221;65.19%;62;18.29%;38;11.21%;10;2.95%;339
SUDESTE;31;MG;311830;CONSELHEIRO LAFAIETE;23;0.98%;77;3.29%;1.565;66.94%;390;16.68%;208;8.9%;75;3.21%;2.338
SUDESTE;31;MG;311840;CONSELHEIRO PENA;14;1.13%;35;2.84%;786;63.7%;227;18.4%;135;10.94%;37;3%;1.234
SUDESTE;31;MG;311850;CONSOLACAO;1;1.67%;3;5%;38;63.33%;15;25%;3;5%;0;-;60
SUDESTE;31;MG;311860;CONTAGEM;112;1.62%;268;3.87%;4.149;59.92%;1.209;17.46%;857;12.38%;329;4.75%;6.924
SUDESTE;31;MG;311870;COQUEIRAL;3;0.68%;13;2.94%;284;64.25%;91;20.59%;33;7.47%;18;4.07%;442
SUDESTE;31;MG;311880;CORACAO DE JESUS;20;1.14%;55;3.13%;1.262;71.75%;294;16.71%;109;6.2%;19;1.08%;1.759
SUDESTE;31;MG;311890;CORDISBURGO;0;-;6;3.14%;121;63.35%;31;16.23%;25;13.09%;8;4.19%;191
SUDESTE;31;MG;311900;CORDISLANDIA;1;0.5%;6;2.99%;128;63.68%;41;20.4%;17;8.46%;8;3.98%;201
SUDESTE;31;MG;311910;CORINTO;25;2.15%;40;3.44%;696;59.85%;283;24.33%;100;8.6%;19;1.63%;1.163
SUDESTE;31;MG;311920;COROACI;3;0.54%;19;3.44%;323;58.41%;126;22.78%;72;13.02%;10;1.81%;553
SUDESTE;31;MG;311930;COROMANDEL;23;1.79%;38;2.96%;811;63.11%;225;17.51%;151;11.75%;37;2.88%;1.285
SUDESTE;31;MG;311940;CORONEL FABRICIANO;18;0.61%;71;2.42%;1.988;67.67%;544;18.52%;246;8.37%;71;2.42%;2.938
SUDESTE;31;MG;311950;CORONEL MURTA;10;1.18%;34;4.01%;583;68.83%;140;16.53%;59;6.97%;21;2.48%;847
SUDESTE;31;MG;311960;CORONEL PACHECO;4;1.96%;10;4.9%;129;63.24%;40;19.61%;16;7.84%;5;2.45%;204
SUDESTE;31;MG;311970;CORONEL XAVIER CHAVES;5;2%;16;6.4%;174;69.6%;37;14.8%;15;6%;3;1.2%;250
SUDESTE;31;MG;311980;CORREGO DANTA;2;0.79%;9;3.57%;154;61.11%;41;16.27%;41;16.27%;5;1.98%;252
SUDESTE;31;MG;311990;CORREGO DO BOM JESUS;3;1.26%;7;2.94%;168;70.59%;34;14.29%;25;10.5%;1;0.42%;238
SUDESTE;31;MG;311995;CORREGO FUNDO;0;-;11;3.11%;251;70.9%;65;18.36%;22;6.21%;5;1.41%;354
SUDESTE;31;MG;312000;CORREGO NOVO;2;0.79%;15;5.91%;163;64.17%;44;17.32%;25;9.84%;5;1.97%;254
SUDESTE;31;MG;312010;COUTO DE MAGALHAES DE MINAS;3;0.88%;8;2.35%;239;70.29%;52;15.29%;25;7.35%;13;3.82%;340
SUDESTE;31;MG;312015;CRISOLITA;2;0.6%;13;3.87%;246;73.21%;62;18.45%;13;3.87%;0;-;336
SUDESTE;31;MG;312020;CRISTAIS;8;1.02%;23;2.93%;502;63.87%;173;22.01%;67;8.52%;13;1.65%;786
SUDESTE;31;MG;312030;CRISTALIA;8;0.95%;18;2.13%;595;70.33%;145;17.14%;64;7.57%;16;1.89%;846
SUDESTE;31;MG;312040;CRISTIANO OTONI;4;1.37%;15;5.14%;185;63.36%;56;19.18%;21;7.19%;11;3.77%;292
SUDESTE;31;MG;312050;CRISTINA;2;0.44%;18;3.92%;290;63.18%;88;19.17%;46;10.02%;15;3.27%;459
SUDESTE;31;MG;312060;CRUCILANDIA;3;0.84%;20;5.57%;235;65.46%;72;20.06%;26;7.24%;3;0.84%;359
SUDESTE;31;MG;312070;CRUZEIRO DA FORTALEZA;1;0.31%;7;2.17%;191;59.32%;70;21.74%;47;14.6%;6;1.86%;322
SUDESTE;31;MG;312080;CRUZILIA;5;0.47%;20;1.88%;717;67.26%;185;17.35%;105;9.85%;34;3.19%;1.066
SUDESTE;31;MG;312083;CUPARAQUE;2;0.77%;9;3.45%;152;58.24%;61;23.37%;35;13.41%;2;0.77%;261
SUDESTE;31;MG;312087;CURRAL DE DENTRO;10;1.7%;17;2.89%;419;71.26%;93;15.82%;37;6.29%;12;2.04%;588
SUDESTE;31;MG;312090;CURVELO;23;0.83%;126;4.54%;1.734;62.49%;509;18.34%;297;10.7%;86;3.1%;2.775
SUDESTE;31;MG;312100;DATAS;3;0.62%;14;2.91%;323;67.15%;83;17.26%;55;11.43%;3;0.62%;481
SUDESTE;31;MG;312110;DELFIM MOREIRA;2;0.55%;13;3.58%;243;66.94%;71;19.56%;29;7.99%;5;1.38%;363
SUDESTE;31;MG;312120;DELFINOPOLIS;5;1.56%;3;0.94%;195;60.94%;69;21.56%;28;8.75%;20;6.25%;320
SUDESTE;31;MG;312125;DELTA;6;1.05%;9;1.57%;375;65.56%;114;19.93%;54;9.44%;14;2.45%;572
SUDESTE;31;MG;312130;DESCOBERTO;0;-;5;3.23%;82;52.9%;34;21.94%;25;16.13%;9;5.81%;155
SUDESTE;31;MG;312140;DESTERRO DE ENTRE RIOS;11;1.35%;32;3.92%;536;65.69%;143;17.52%;77;9.44%;17;2.08%;816
SUDESTE;31;MG;312150;DESTERRO DO MELO;1;0.31%;8;2.5%;224;70%;55;17.19%;23;7.19%;9;2.81%;320
SUDESTE;31;MG;312160;DIAMANTINA;10;0.7%;51;3.55%;990;68.94%;248;17.27%;107;7.45%;30;2.09%;1.436
SUDESTE;31;MG;312170;DIOGO DE VASCONCELOS;0;-;6;3.49%;111;64.53%;30;17.44%;23;13.37%;2;1.16%;172
SUDESTE;31;MG;312180;DIONISIO;5;1.24%;12;2.98%;259;64.27%;62;15.38%;56;13.9%;9;2.23%;403
SUDESTE;31;MG;312190;DIVINESIA;5;0.88%;14;2.46%;367;64.39%;103;18.07%;58;10.18%;23;4.04%;570
SUDESTE;31;MG;312200;DIVINO;11;0.98%;37;3.29%;772;68.56%;206;18.29%;81;7.19%;19;1.69%;1.126
SUDESTE;31;MG;312210;DIVINO DAS LARANJEIRAS;1;0.27%;13;3.53%;227;61.68%;77;20.92%;35;9.51%;15;4.08%;368
SUDESTE;31;MG;312220;DIVINOLANDIA DE MINAS;1;0.24%;14;3.37%;284;68.43%;75;18.07%;33;7.95%;8;1.93%;415
SUDESTE;31;MG;312230;DIVINOPOLIS;62;0.79%;325;4.14%;5.183;66.02%;1.380;17.58%;692;8.81%;209;2.66%;7.851
SUDESTE;31;MG;312235;DIVISA ALEGRE;7;0.96%;26;3.58%;518;71.25%;113;15.54%;56;7.7%;7;0.96%;727
SUDESTE;31;MG;312240;DIVISA NOVA;1;0.31%;17;5.26%;187;57.89%;72;22.29%;38;11.76%;8;2.48%;323
SUDESTE;31;MG;312245;DIVISOPOLIS;3;0.87%;5;1.45%;254;73.41%;63;18.21%;19;5.49%;2;0.58%;346
SUDESTE;31;MG;312247;DOM BOSCO;2;0.46%;15;3.47%;276;63.89%;87;20.14%;45;10.42%;7;1.62%;432
SUDESTE;31;MG;312250;DOM CAVATI;0;-;9;3.52%;173;67.58%;46;17.97%;23;8.98%;5;1.95%;256
SUDESTE;31;MG;312260;DOM JOAQUIM;4;0.98%;13;3.17%;271;66.1%;68;16.59%;45;10.98%;9;2.2%;410
SUDESTE;31;MG;312270;DOM SILVERIO;3;0.95%;15;4.75%;195;61.71%;67;21.2%;29;9.18%;7;2.22%;316
SUDESTE;31;MG;312280;DOM VICOSO;3;1.49%;6;2.99%;142;70.65%;31;15.42%;14;6.97%;5;2.49%;201
