Região;Código UF;UF;Código IBGE;Município;Magreza;;Magreza;;Eutrofia;;Sobrepeso;;Obesidade;;Obesidade Grave;;Total
SUDESTE;31;MG;313910;MADRE DE DEUS DE MINAS;3;4.05%;2;2.7%;48;64.86%;16;21.62%;5;6.76%;0;-;74
SUDESTE;31;MG;313920;MALACACHETA;14;1.26%;44;3.97%;832;75.16%;146;13.19%;52;4.7%;19;1.72%;1.107
SUDESTE;31;MG;313925;MAMONAS;2;0.91%;13;5.91%;165;75%;31;14.09%;8;3.64%;1;0.45%;220
SUDESTE;31;MG;313930;MANGA;10;1.53%;27;4.12%;446;68.09%;112;17.1%;53;8.09%;7;1.07%;655
SUDESTE;31;MG;313940;MANHUACU;22;0.83%;93;3.5%;1.730;65.09%;504;18.96%;266;10.01%;43;1.62%;2.658
SUDESTE;31;MG;313950;MANHUMIRIM;15;1.09%;26;1.9%;909;66.25%;264;19.24%;123;8.97%;35;2.55%;1.372
SUDESTE;31;MG;313960;MANTENA;6;0.57%;9;0.86%;641;61.16%;338;32.25%;44;4.2%;10;0.95%;1.048
SUDESTE;31;MG;313980;MAR DE ESPANHA;2;1.4%;5;3.5%;76;53.15%;32;22.38%;25;17.48%;3;2.1%;143
SUDESTE;31;MG;313970;MARAVILHAS;3;0.83%;2;0.56%;239;66.39%;67;18.61%;33;9.17%;16;4.44%;360
SUDESTE;31;MG;313990;MARIA DA FE;3;0.46%;22;3.38%;422;64.92%;111;17.08%;67;10.31%;25;3.85%;650
SUDESTE;31;MG;314000;MARIANA;3;0.52%;14;2.44%;352;61.43%;113;19.72%;74;12.91%;17;2.97%;573
SUDESTE;31;MG;314010;MARILAC;4;2.9%;4;2.9%;79;57.25%;35;25.36%;14;10.14%;2;1.45%;138
SUDESTE;31;MG;314015;MARIO CAMPOS;3;0.71%;14;3.32%;258;61.14%;85;20.14%;47;11.14%;15;3.55%;422
SUDESTE;31;MG;314020;MARIPA DE MINAS;0;-;0;-;22;56.41%;9;23.08%;7;17.95%;1;2.56%;39
SUDESTE;31;MG;314030;MARLIERIA;0;-;4;2.4%;103;61.68%;32;19.16%;19;11.38%;9;5.39%;167
SUDESTE;31;MG;314040;MARMELOPOLIS;2;1.27%;5;3.16%;111;70.25%;20;12.66%;20;12.66%;0;-;158
SUDESTE;31;MG;314050;MARTINHO CAMPOS;10;2.74%;11;3.01%;198;54.25%;75;20.55%;57;15.62%;14;3.84%;365
SUDESTE;31;MG;314053;MARTINS SOARES;11;2.35%;13;2.78%;321;68.59%;86;18.38%;30;6.41%;7;1.5%;468
SUDESTE;31;MG;314055;MATA VERDE;1;3.85%;0;-;11;42.31%;10;38.46%;4;15.38%;0;-;26
SUDESTE;31;MG;314060;MATERLANDIA;4;1.14%;10;2.84%;224;63.64%;58;16.48%;43;12.22%;13;3.69%;352
SUDESTE;31;MG;314070;MATEUS LEME;8;1.2%;22;3.29%;451;67.51%;114;17.07%;55;8.23%;18;2.69%;668
SUDESTE;31;MG;317150;MATHIAS LOBATO;3;1.06%;7;2.48%;188;66.67%;50;17.73%;24;8.51%;10;3.55%;282
SUDESTE;31;MG;314080;MATIAS BARBOSA;1;0.56%;4;2.22%;113;62.78%;31;17.22%;22;12.22%;9;5%;180
SUDESTE;31;MG;314085;MATIAS CARDOSO;1;0.41%;12;4.98%;136;56.43%;61;25.31%;22;9.13%;9;3.73%;241
SUDESTE;31;MG;314090;MATIPO;3;1.85%;2;1.23%;99;61.11%;42;25.93%;10;6.17%;6;3.7%;162
SUDESTE;31;MG;314100;MATO VERDE;3;0.39%;28;3.62%;539;69.73%;145;18.76%;51;6.6%;7;0.91%;773
SUDESTE;31;MG;314110;MATOZINHOS;14;1.79%;27;3.44%;441;56.25%;167;21.3%;101;12.88%;34;4.34%;784
SUDESTE;31;MG;314120;MATUTINA;0;-;5;5.62%;57;64.04%;14;15.73%;9;10.11%;4;4.49%;89
SUDESTE;31;MG;314130;MEDEIROS;1;2.33%;1;2.33%;28;65.12%;9;20.93%;3;6.98%;1;2.33%;43
SUDESTE;31;MG;314140;MEDINA;5;0.69%;23;3.16%;488;67.13%;126;17.33%;70;9.63%;15;2.06%;727
SUDESTE;31;MG;314150;MENDES PIMENTEL;0;-;2;1.98%;55;54.46%;27;26.73%;13;12.87%;4;3.96%;101
SUDESTE;31;MG;314160;MERCES;0;-;11;3.57%;206;66.88%;77;25%;12;3.9%;2;0.65%;308
SUDESTE;31;MG;314170;MESQUITA;10;3.1%;17;5.26%;212;65.63%;59;18.27%;22;6.81%;3;0.93%;323
SUDESTE;31;MG;314180;MINAS NOVAS;13;0.92%;50;3.54%;1.017;72.03%;233;16.5%;81;5.74%;18;1.27%;1.412
SUDESTE;31;MG;314190;MINDURI;2;2.27%;3;3.41%;60;68.18%;14;15.91%;8;9.09%;1;1.14%;88
SUDESTE;31;MG;314200;MIRABELA;5;0.7%;23;3.23%;468;65.73%;129;18.12%;70;9.83%;17;2.39%;712
SUDESTE;31;MG;314210;MIRADOURO;3;0.71%;16;3.79%;301;71.33%;74;17.54%;25;5.92%;3;0.71%;422
SUDESTE;31;MG;314220;MIRAI;2;1.23%;6;3.68%;85;52.15%;35;21.47%;24;14.72%;11;6.75%;163
SUDESTE;31;MG;314225;MIRAVANIA;2;0.68%;7;2.37%;206;69.83%;53;17.97%;25;8.47%;2;0.68%;295
SUDESTE;31;MG;314230;MOEDA;2;0.57%;9;2.58%;204;58.45%;67;19.2%;51;14.61%;16;4.58%;349
SUDESTE;31;MG;314240;MOEMA;0;-;1;1.64%;33;54.1%;16;26.23%;7;11.48%;4;6.56%;61
SUDESTE;31;MG;314250;MONJOLOS;0;-;6;5.66%;70;66.04%;16;15.09%;11;10.38%;3;2.83%;106
SUDESTE;31;MG;314260;MONSENHOR PAULO;2;0.66%;11;3.64%;180;59.6%;55;18.21%;48;15.89%;6;1.99%;302
SUDESTE;31;MG;314270;MONTALVANIA;3;0.54%;20;3.57%;394;70.36%;104;18.57%;30;5.36%;9;1.61%;560
SUDESTE;31;MG;314280;MONTE ALEGRE DE MINAS;1;0.66%;5;3.31%;71;47.02%;43;28.48%;22;14.57%;9;5.96%;151
SUDESTE;31;MG;314290;MONTE AZUL;18;1.14%;41;2.59%;1.083;68.5%;299;18.91%;118;7.46%;22;1.39%;1.581
SUDESTE;31;MG;314300;MONTE BELO;1;0.3%;6;1.8%;207;62.16%;67;20.12%;43;12.91%;9;2.7%;333
SUDESTE;31;MG;314310;MONTE CARMELO;7;0.47%;55;3.71%;907;61.16%;295;19.89%;171;11.53%;48;3.24%;1.483
SUDESTE;31;MG;314315;MONTE FORMOSO;2;0.91%;4;1.83%;138;63.01%;48;21.92%;23;10.5%;4;1.83%;219
SUDESTE;31;MG;314320;MONTE SANTO DE MINAS;4;0.52%;19;2.46%;465;60.16%;172;22.25%;93;12.03%;20;2.59%;773
SUDESTE;31;MG;314340;MONTE SIAO;23;6.53%;10;2.84%;214;60.8%;62;17.61%;32;9.09%;11;3.13%;352
SUDESTE;31;MG;314330;MONTES CLAROS;119;1.38%;270;3.12%;5.648;65.33%;1.717;19.86%;713;8.25%;179;2.07%;8.646
SUDESTE;31;MG;314345;MONTEZUMA;5;0.92%;21;3.87%;390;71.82%;85;15.65%;35;6.45%;7;1.29%;543
SUDESTE;31;MG;314350;MORADA NOVA DE MINAS;0;-;8;3.67%;124;56.88%;49;22.48%;28;12.84%;9;4.13%;218
SUDESTE;31;MG;314360;MORRO DA GARCA;2;1.14%;5;2.86%;117;66.86%;27;15.43%;16;9.14%;8;4.57%;175
SUDESTE;31;MG;314370;MORRO DO PILAR;5;4.59%;3;2.75%;63;57.8%;23;21.1%;12;11.01%;3;2.75%;109
SUDESTE;31;MG;314380;MUNHOZ;0;-;1;1.37%;46;63.01%;19;26.03%;5;6.85%;2;2.74%;73
SUDESTE;31;MG;314390;MURIAE;19;0.88%;71;3.3%;1.363;63.28%;404;18.76%;229;10.63%;68;3.16%;2.154
SUDESTE;31;MG;314400;MUTUM;10;0.83%;30;2.5%;905;75.48%;162;13.51%;76;6.34%;16;1.33%;1.199
SUDESTE;31;MG;314410;MUZAMBINHO;0;-;12;3.2%;232;61.87%;74;19.73%;41;10.93%;16;4.27%;375
SUDESTE;31;MG;314420;NACIP RAYDAN;2;1.21%;7;4.24%;111;67.27%;23;13.94%;16;9.7%;6;3.64%;165
SUDESTE;31;MG;314430;NANUQUE;15;1.11%;28;2.08%;937;69.51%;255;18.92%;95;7.05%;18;1.34%;1.348
SUDESTE;31;MG;314435;NAQUE;3;0.86%;12;3.44%;206;59.03%;77;22.06%;41;11.75%;10;2.87%;349
SUDESTE;31;MG;314437;NATALANDIA;1;0.42%;5;2.08%;151;62.92%;44;18.33%;31;12.92%;8;3.33%;240
SUDESTE;31;MG;314440;NATERCIA;4;2.48%;8;4.97%;87;54.04%;40;24.84%;19;11.8%;3;1.86%;161
SUDESTE;31;MG;314450;NAZARENO;3;1.23%;14;5.76%;154;63.37%;45;18.52%;22;9.05%;5;2.06%;243
SUDESTE;31;MG;314460;NEPOMUCENO;6;1%;13;2.16%;375;62.19%;115;19.07%;72;11.94%;22;3.65%;603
SUDESTE;31;MG;314465;NINHEIRA;5;1.2%;19;4.56%;300;71.94%;69;16.55%;22;5.28%;2;0.48%;417
SUDESTE;31;MG;314467;NOVA BELEM;1;0.64%;1;0.64%;88;56.41%;41;26.28%;22;14.1%;3;1.92%;156
SUDESTE;31;MG;314470;NOVA ERA;3;1.11%;9;3.32%;167;61.62%;58;21.4%;25;9.23%;9;3.32%;271
SUDESTE;31;MG;314480;NOVA LIMA;12;1.05%;39;3.42%;656;57.44%;255;22.33%;130;11.38%;50;4.38%;1.142
SUDESTE;31;MG;314490;NOVA MODICA;0;-;5;3.57%;102;72.86%;17;12.14%;13;9.29%;3;2.14%;140
SUDESTE;31;MG;314500;NOVA PONTE;4;0.56%;25;3.53%;416;58.67%;150;21.16%;92;12.98%;22;3.1%;709
SUDESTE;31;MG;314505;NOVA PORTEIRINHA;5;1.46%;9;2.63%;219;64.04%;70;20.47%;29;8.48%;10;2.92%;342
SUDESTE;31;MG;314510;NOVA RESENDE;4;0.89%;9;2.01%;275;61.38%;94;20.98%;50;11.16%;16;3.57%;448
SUDESTE;31;MG;314520;NOVA SERRANA;23;0.98%;72;3.08%;1.516;64.87%;423;18.1%;241;10.31%;62;2.65%;2.337
SUDESTE;31;MG;313660;NOVA UNIAO;0;-;6;2.49%;146;60.58%;54;22.41%;29;12.03%;6;2.49%;241
SUDESTE;31;MG;314530;NOVO CRUZEIRO;6;0.42%;49;3.44%;1.040;73.03%;231;16.22%;84;5.9%;14;0.98%;1.424
SUDESTE;31;MG;314535;NOVO ORIENTE DE MINAS;10;2.45%;10;2.45%;286;70.1%;80;19.61%;17;4.17%;5;1.23%;408
SUDESTE;31;MG;314537;NOVORIZONTE;3;1.04%;6;2.08%;217;75.09%;39;13.49%;20;6.92%;4;1.38%;289
SUDESTE;31;MG;314540;OLARIA;0;-;0;-;26;78.79%;6;18.18%;0;-;1;3.03%;33
SUDESTE;31;MG;314545;OLHOS-D'AGUA;5;0.98%;15;2.94%;362;70.84%;86;16.83%;36;7.05%;7;1.37%;511
SUDESTE;31;MG;314550;OLIMPIO NORONHA;0;-;0;-;46;62.16%;19;25.68%;7;9.46%;2;2.7%;74
SUDESTE;31;MG;314560;OLIVEIRA;12;1.23%;18;1.85%;610;62.76%;170;17.49%;123;12.65%;39;4.01%;972
SUDESTE;31;MG;314570;OLIVEIRA FORTES;2;5%;0;-;30;75%;7;17.5%;1;2.5%;0;-;40
SUDESTE;31;MG;314580;ONCA DE PITANGUI;1;0.97%;1;0.97%;60;58.25%;24;23.3%;12;11.65%;5;4.85%;103
SUDESTE;31;MG;314585;ORATORIOS;4;1.63%;6;2.44%;142;57.72%;45;18.29%;34;13.82%;15;6.1%;246
SUDESTE;31;MG;314587;ORIZANIA;4;1.91%;6;2.87%;155;74.16%;33;15.79%;10;4.78%;1;0.48%;209
SUDESTE;31;MG;314590;OURO BRANCO;3;0.55%;12;2.18%;336;61.09%;116;21.09%;63;11.45%;20;3.64%;550
SUDESTE;31;MG;314600;OURO FINO;5;1.04%;6;1.25%;279;58.13%;123;25.63%;54;11.25%;13;2.71%;480
SUDESTE;31;MG;314610;OURO PRETO;19;2.07%;22;2.4%;543;59.15%;198;21.57%;99;10.78%;37;4.03%;918
SUDESTE;31;MG;314620;OURO VERDE DE MINAS;5;1.14%;16;3.65%;308;70.32%;73;16.67%;33;7.53%;3;0.68%;438
SUDESTE;31;MG;314625;PADRE CARVALHO;0;-;0;-;6;66.67%;2;22.22%;0;-;1;11.11%;9
SUDESTE;31;MG;314630;PADRE PARAISO;8;0.72%;44;3.97%;765;69.11%;199;17.98%;76;6.87%;15;1.36%;1.107
SUDESTE;31;MG;314655;PAI PEDRO;14;2.73%;27;5.26%;364;70.96%;80;15.59%;24;4.68%;4;0.78%;513
SUDESTE;31;MG;314640;PAINEIRAS;0;-;4;2.37%;114;67.46%;27;15.98%;22;13.02%;2;1.18%;169
SUDESTE;31;MG;314650;PAINS;0;-;0;-;42;44.21%;38;40%;12;12.63%;3;3.16%;95
SUDESTE;31;MG;314660;PAIVA;2;4%;1;2%;32;64%;7;14%;6;12%;2;4%;50
SUDESTE;31;MG;314670;PALMA;1;0.32%;1;0.32%;261;83.12%;39;12.42%;7;2.23%;5;1.59%;314
SUDESTE;31;MG;314675;PALMOPOLIS;1;0.56%;0;-;129;71.67%;36;20%;11;6.11%;3;1.67%;180
SUDESTE;31;MG;314690;PAPAGAIOS;2;0.95%;5;2.37%;119;56.4%;42;19.91%;30;14.22%;13;6.16%;211
SUDESTE;31;MG;314710;PARA DE MINAS;12;0.42%;84;2.96%;1.763;62.03%;555;19.53%;336;11.82%;92;3.24%;2.842
SUDESTE;31;MG;314700;PARACATU;21;1.01%;65;3.14%;1.279;61.7%;437;21.08%;209;10.08%;62;2.99%;2.073
SUDESTE;31;MG;314720;PARAGUACU;2;0.42%;15;3.16%;255;53.68%;118;24.84%;74;15.58%;11;2.32%;475
SUDESTE;31;MG;314730;PARAISOPOLIS;3;1.39%;7;3.24%;142;65.74%;41;18.98%;18;8.33%;5;2.31%;216
SUDESTE;31;MG;314740;PARAOPEBA;7;1.9%;12;3.26%;225;61.14%;77;20.92%;37;10.05%;10;2.72%;368
SUDESTE;31;MG;314760;PASSA QUATRO;2;0.68%;9;3.06%;179;60.88%;63;21.43%;33;11.22%;8;2.72%;294
SUDESTE;31;MG;314770;PASSA TEMPO;1;0.79%;4;3.17%;90;71.43%;23;18.25%;6;4.76%;2;1.59%;126
SUDESTE;31;MG;314780;PASSA-VINTE;1;1.41%;0;-;42;59.15%;15;21.13%;10;14.08%;3;4.23%;71
SUDESTE;31;MG;314750;PASSABEM;1;1.82%;1;1.82%;32;58.18%;13;23.64%;7;12.73%;1;1.82%;55
SUDESTE;31;MG;314790;PASSOS;5;0.55%;17;1.87%;558;61.25%;173;18.99%;103;11.31%;55;6.04%;911
SUDESTE;31;MG;314795;PATIS;6;0.92%;14;2.15%;453;69.59%;115;17.67%;55;8.45%;8;1.23%;651
SUDESTE;31;MG;314800;PATOS DE MINAS;16;0.56%;95;3.32%;1.630;57.01%;555;19.41%;423;14.8%;140;4.9%;2.859
SUDESTE;31;MG;314810;PATROCINIO;10;1%;36;3.6%;593;59.24%;206;20.58%;121;12.09%;35;3.5%;1.001
SUDESTE;31;MG;314820;PATROCINIO DO MURIAE;1;0.92%;6;5.5%;61;55.96%;26;23.85%;13;11.93%;2;1.83%;109
SUDESTE;31;MG;314830;PAULA CANDIDO;6;1.57%;13;3.41%;240;62.99%;69;18.11%;42;11.02%;11;2.89%;381
SUDESTE;31;MG;314840;PAULISTAS;1;0.28%;11;3.13%;252;71.79%;53;15.1%;28;7.98%;6;1.71%;351
SUDESTE;31;MG;314850;PAVAO;2;0.61%;7;2.12%;213;64.55%;60;18.18%;40;12.12%;8;2.42%;330
SUDESTE;31;MG;314860;PECANHA;9;1.37%;20;3.05%;418;63.72%;130;19.82%;57;8.69%;22;3.35%;656
SUDESTE;31;MG;314870;PEDRA AZUL;5;0.58%;28;3.26%;623;72.61%;156;18.18%;41;4.78%;5;0.58%;858
SUDESTE;31;MG;314875;PEDRA BONITA;7;1.93%;16;4.41%;278;76.58%;49;13.5%;12;3.31%;1;0.28%;363
SUDESTE;31;MG;314880;PEDRA DO ANTA;1;0.83%;1;0.83%;75;61.98%;25;20.66%;18;14.88%;1;0.83%;121
SUDESTE;31;MG;314890;PEDRA DO INDAIA;0;-;3;2.48%;72;59.5%;24;19.83%;17;14.05%;5;4.13%;121
SUDESTE;31;MG;314900;PEDRA DOURADA;1;2.5%;1;2.5%;26;65%;5;12.5%;6;15%;1;2.5%;40
SUDESTE;31;MG;314910;PEDRALVA;1;0.27%;14;3.77%;240;64.69%;64;17.25%;42;11.32%;10;2.7%;371
SUDESTE;31;MG;314915;PEDRAS DE MARIA DA CRUZ;2;0.51%;16;4.07%;270;68.7%;76;19.34%;27;6.87%;2;0.51%;393
SUDESTE;31;MG;314920;PEDRINOPOLIS;3;1.5%;12;6%;116;58%;34;17%;31;15.5%;4;2%;200
SUDESTE;31;MG;314930;PEDRO LEOPOLDO;12;1.15%;42;4.01%;665;63.51%;189;18.05%;108;10.32%;31;2.96%;1.047
SUDESTE;31;MG;314940;PEDRO TEIXEIRA;1;0.87%;5;4.35%;72;62.61%;27;23.48%;9;7.83%;1;0.87%;115
SUDESTE;31;MG;314950;PEQUERI;4;5.41%;0;-;47;63.51%;15;20.27%;7;9.46%;1;1.35%;74
SUDESTE;31;MG;314960;PEQUI;1;0.63%;5;3.16%;90;56.96%;44;27.85%;15;9.49%;3;1.9%;158
SUDESTE;31;MG;314970;PERDIGAO;4;1.04%;14;3.63%;246;63.73%;67;17.36%;46;11.92%;9;2.33%;386
SUDESTE;31;MG;314980;PERDIZES;2;1.26%;8;5.03%;106;66.67%;26;16.35%;14;8.81%;3;1.89%;159
SUDESTE;31;MG;314990;PERDOES;2;0.59%;7;2.06%;193;56.93%;72;21.24%;47;13.86%;18;5.31%;339
SUDESTE;31;MG;314995;PERIQUITO;0;-;13;4.64%;181;64.64%;45;16.07%;33;11.79%;8;2.86%;280
SUDESTE;31;MG;315000;PESCADOR;2;0.9%;6;2.71%;129;58.37%;57;25.79%;19;8.6%;8;3.62%;221
SUDESTE;31;MG;315010;PIAU;0;-;10;4.27%;143;61.11%;43;18.38%;30;12.82%;8;3.42%;234
SUDESTE;31;MG;315015;PIEDADE DE CARATINGA;5;1.04%;15;3.11%;337;69.92%;79;16.39%;38;7.88%;8;1.66%;482
SUDESTE;31;MG;315020;PIEDADE DE PONTE NOVA;0;-;5;5.81%;59;68.6%;15;17.44%;5;5.81%;2;2.33%;86
SUDESTE;31;MG;315030;PIEDADE DO RIO GRANDE;3;0.88%;7;2.05%;253;73.98%;52;15.2%;22;6.43%;5;1.46%;342
SUDESTE;31;MG;315040;PIEDADE DOS GERAIS;0;-;0;-;4;80%;1;20%;0;-;0;-;5
SUDESTE;31;MG;315050;PIMENTA;2;0.5%;9;2.25%;234;58.5%;94;23.5%;53;13.25%;8;2%;400
SUDESTE;31;MG;315053;PINGO-D'AGUA;3;1.42%;10;4.72%;139;65.57%;34;16.04%;22;10.38%;4;1.89%;212
SUDESTE;31;MG;315057;PINTOPOLIS;6;1.25%;22;4.57%;363;75.47%;69;14.35%;18;3.74%;3;0.62%;481
SUDESTE;31;MG;315060;PIRACEMA;1;0.89%;2;1.79%;80;71.43%;19;16.96%;7;6.25%;3;2.68%;112
SUDESTE;31;MG;315070;PIRAJUBA;2;1.8%;2;1.8%;62;55.86%;31;27.93%;10;9.01%;4;3.6%;111
SUDESTE;31;MG;315080;PIRANGA;4;0.59%;15;2.2%;454;66.67%;138;20.26%;58;8.52%;12;1.76%;681
SUDESTE;31;MG;315090;PIRANGUCU;1;0.4%;6;2.43%;166;67.21%;43;17.41%;23;9.31%;8;3.24%;247
SUDESTE;31;MG;315100;PIRANGUINHO;2;0.39%;14;2.72%;338;65.63%;94;18.25%;58;11.26%;9;1.75%;515
SUDESTE;31;MG;315110;PIRAPETINGA;4;1.44%;5;1.8%;154;55.4%;81;29.14%;24;8.63%;10;3.6%;278
SUDESTE;31;MG;315120;PIRAPORA;11;1.56%;22;3.12%;467;66.24%;119;16.88%;73;10.35%;13;1.84%;705
SUDESTE;31;MG;315130;PIRAUBA;2;0.56%;10;2.79%;209;58.38%;79;22.07%;48;13.41%;10;2.79%;358
SUDESTE;31;MG;315140;PITANGUI;8;1.07%;19;2.55%;418;56.11%;168;22.55%;86;11.54%;46;6.17%;745
SUDESTE;31;MG;315150;PIUMHI;13;1.31%;26;2.62%;589;59.32%;207;20.85%;123;12.39%;35;3.52%;993
SUDESTE;31;MG;315160;PLANURA;0;-;0;-;82;87.23%;10;10.64%;1;1.06%;1;1.06%;94
SUDESTE;31;MG;315170;POCO FUNDO;2;1.09%;4;2.17%;100;54.35%;41;22.28%;29;15.76%;8;4.35%;184
SUDESTE;31;MG;315180;POCOS DE CALDAS;8;0.75%;24;2.24%;633;59.16%;222;20.75%;139;12.99%;44;4.11%;1.070
SUDESTE;31;MG;315190;POCRANE;3;0.52%;18;3.13%;393;68.35%;101;17.57%;49;8.52%;11;1.91%;575
SUDESTE;31;MG;315200;POMPEU;4;0.52%;18;2.35%;461;60.26%;170;22.22%;95;12.42%;17;2.22%;765
SUDESTE;31;MG;315210;PONTE NOVA;17;1.37%;41;3.3%;781;62.93%;246;19.82%;118;9.51%;38;3.06%;1.241
SUDESTE;31;MG;315213;PONTO CHIQUE;4;1.78%;5;2.22%;146;64.89%;54;24%;15;6.67%;1;0.44%;225
SUDESTE;31;MG;315217;PONTO DOS VOLANTES;9;1.11%;31;3.84%;597;73.89%;112;13.86%;42;5.2%;17;2.1%;808
SUDESTE;31;MG;315220;PORTEIRINHA;27;1.14%;86;3.63%;1.575;66.46%;409;17.26%;213;8.99%;60;2.53%;2.370
SUDESTE;31;MG;315230;PORTO FIRME;5;0.58%;11;1.28%;651;75.52%;127;14.73%;54;6.26%;14;1.62%;862
SUDESTE;31;MG;315240;POTE;5;0.99%;16;3.17%;350;69.44%;85;16.87%;36;7.14%;12;2.38%;504
SUDESTE;31;MG;315250;POUSO ALEGRE;11;0.59%;51;2.72%;1.105;58.87%;390;20.78%;236;12.57%;84;4.48%;1.877
SUDESTE;31;MG;315260;POUSO ALTO;0;-;2;2.78%;43;59.72%;13;18.06%;12;16.67%;2;2.78%;72
SUDESTE;31;MG;315270;PRADOS;4;2.3%;4;2.3%;115;66.09%;30;17.24%;14;8.05%;7;4.02%;174
SUDESTE;31;MG;315280;PRATA;8;1.8%;15;3.37%;244;54.83%;96;21.57%;61;13.71%;21;4.72%;445
SUDESTE;31;MG;315290;PRATAPOLIS;3;0.93%;15;4.66%;200;62.11%;53;16.46%;44;13.66%;7;2.17%;322
SUDESTE;31;MG;315300;PRATINHA;0;-;2;2.41%;50;60.24%;21;25.3%;10;12.05%;0;-;83
SUDESTE;31;MG;315310;PRESIDENTE BERNARDES;0;-;5;2.54%;133;67.51%;41;20.81%;13;6.6%;5;2.54%;197
SUDESTE;31;MG;315320;PRESIDENTE JUSCELINO;2;1.31%;1;0.65%;96;62.75%;32;20.92%;18;11.76%;4;2.61%;153
SUDESTE;31;MG;315330;PRESIDENTE KUBITSCHEK;6;2.69%;9;4.04%;157;70.4%;39;17.49%;10;4.48%;2;0.9%;223
SUDESTE;31;MG;315340;PRESIDENTE OLEGARIO;4;1.09%;14;3.83%;226;61.75%;77;21.04%;37;10.11%;8;2.19%;366
SUDESTE;31;MG;315360;PRUDENTE DE MORAIS;3;1.01%;7;2.36%;187;63.18%;50;16.89%;35;11.82%;14;4.73%;296
SUDESTE;31;MG;315370;QUARTEL GERAL;2;2.02%;5;5.05%;56;56.57%;22;22.22%;10;10.1%;4;4.04%;99
SUDESTE;31;MG;315380;QUELUZITO;2;2.99%;5;7.46%;35;52.24%;12;17.91%;10;14.93%;3;4.48%;67
SUDESTE;31;MG;315390;RAPOSOS;0;-;4;4.82%;46;55.42%;20;24.1%;7;8.43%;6;7.23%;83
SUDESTE;31;MG;315400;RAUL SOARES;15;2.15%;24;3.44%;490;70.2%;106;15.19%;53;7.59%;10;1.43%;698
SUDESTE;31;MG;315410;RECREIO;3;1.05%;5;1.74%;166;57.84%;65;22.65%;40;13.94%;8;2.79%;287
SUDESTE;31;MG;315415;REDUTO;0;-;0;-;15;51.72%;10;34.48%;4;13.79%;0;-;29
SUDESTE;31;MG;315420;RESENDE COSTA;6;2.49%;8;3.32%;145;60.17%;48;19.92%;26;10.79%;8;3.32%;241
SUDESTE;31;MG;315430;RESPLENDOR;9;1.51%;21;3.51%;365;61.04%;103;17.22%;77;12.88%;23;3.85%;598
SUDESTE;31;MG;315440;RESSAQUINHA;4;3.33%;3;2.5%;86;71.67%;16;13.33%;11;9.17%;0;-;120
SUDESTE;31;MG;315445;RIACHINHO;1;0.3%;15;4.45%;233;69.14%;64;18.99%;17;5.04%;7;2.08%;337
SUDESTE;31;MG;315450;RIACHO DOS MACHADOS;0;-;15;3.09%;356;73.4%;82;16.91%;24;4.95%;8;1.65%;485
SUDESTE;31;MG;315460;RIBEIRAO DAS NEVES;40;1.45%;86;3.11%;1.757;63.5%;520;18.79%;275;9.94%;89;3.22%;2.767
SUDESTE;31;MG;315470;RIBEIRAO VERMELHO;1;2.13%;0;-;33;70.21%;3;6.38%;9;19.15%;1;2.13%;47
SUDESTE;31;MG;315480;RIO ACIMA;0;-;4;2.68%;97;65.1%;30;20.13%;15;10.07%;3;2.01%;149
SUDESTE;31;MG;315490;RIO CASCA;16;2.63%;16;2.63%;366;60.2%;130;21.38%;65;10.69%;15;2.47%;608
SUDESTE;31;MG;315510;RIO DO PRADO;3;1.1%;8;2.94%;184;67.65%;49;18.01%;23;8.46%;5;1.84%;272
SUDESTE;31;MG;315500;RIO DOCE;1;0.62%;6;3.7%;93;57.41%;43;26.54%;17;10.49%;2;1.23%;162
SUDESTE;31;MG;315520;RIO ESPERA;1;0.45%;5;2.24%;156;69.96%;40;17.94%;17;7.62%;4;1.79%;223
SUDESTE;31;MG;315530;RIO MANSO;0;-;0;-;37;64.91%;8;14.04%;9;15.79%;3;5.26%;57
SUDESTE;31;MG;315540;RIO NOVO;0;-;5;3.55%;99;70.21%;18;12.77%;13;9.22%;6;4.26%;141
SUDESTE;31;MG;315550;RIO PARANAIBA;3;0.84%;3;0.84%;215;60.06%;77;21.51%;45;12.57%;15;4.19%;358
SUDESTE;31;MG;315560;RIO PARDO DE MINAS;9;0.55%;59;3.62%;1.190;72.92%;270;16.54%;84;5.15%;20;1.23%;1.632
SUDESTE;31;MG;315570;RIO PIRACICABA;2;0.71%;13;4.61%;178;63.12%;50;17.73%;36;12.77%;3;1.06%;282
SUDESTE;31;MG;315580;RIO POMBA;2;0.77%;8;3.09%;142;54.83%;67;25.87%;29;11.2%;11;4.25%;259
SUDESTE;31;MG;315590;RIO PRETO;1;0.81%;7;5.69%;73;59.35%;19;15.45%;20;16.26%;3;2.44%;123
SUDESTE;31;MG;315600;RIO VERMELHO;6;1.19%;10;1.98%;350;69.17%;90;17.79%;41;8.1%;9;1.78%;506
SUDESTE;31;MG;315610;RITAPOLIS;1;0.92%;4;3.67%;55;50.46%;33;30.28%;16;14.68%;0;-;109
SUDESTE;31;MG;315620;ROCHEDO DE MINAS;0;-;1;5%;10;50%;7;35%;1;5%;1;5%;20
SUDESTE;31;MG;315630;RODEIRO;2;1.04%;5;2.6%;102;53.13%;27;14.06%;46;23.96%;10;5.21%;192
